City,Postal Code,Sub-Category,Product Name,Sales,Quantity,Discount,Year,Month
Lakewood,90712,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,0.0,2014,5
Lakewood,90712,Machines,Okidata B400 Printer,343.2,1,0.2,2014,5
Philadelphia,19120,Labels,Avery 486,17.544,3,0.2,2014,8
Austin,78745,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688,2,0.2,2012,12
Austin,78745,Fasteners,Stockwell Push Pins,3.488,2,0.2,2012,12
Austin,78745,Supplies,Staples,5.888,2,0.2,2012,12
Los Angeles,90008,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,0.2,2014,12
Los Angeles,90008,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2,0.0,2014,12
New York City,10011,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.0,2013,9
New York City,10011,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,0.0,2013,9
New York City,10011,Supplies,Acme Value Line Scissors,10.95,3,0.0,2013,9
New York City,10011,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,0.0,2013,9
Houston,77070,Storage,"Tennsco Lockers, Sand",151.056,9,0.2,2014,8
Lubbock,79424,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,0.6,2011,2
Houston,77095,Binders,Wilson Jones Impact Binders,6.216,6,0.8,2013,11
Houston,77095,Art,Newell 348,23.616,9,0.2,2013,11
Houston,77095,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032,2,0.2,2013,11
Houston,77095,Labels,Avery 494,2.088,1,0.2,2013,11
Houston,77095,Binders,Accohide Poly Flexible Ring Binders,4.488,6,0.8,2013,11
Costa Mesa,92627,Furnishings,Staples,29.22,3,0.0,2012,12
Roswell,30076,Paper,Xerox 202,6.48,1,0.0,2012,6
Loveland,80538,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,2014,12
New York City,10035,Chairs,Hon Valutask Swivel Chairs,272.646,3,0.1,2014,9
New York City,10035,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,2,0.0,2014,9
New York City,10035,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,0.0,2014,9
New York City,10035,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0.0,2014,9
New York City,10035,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,4,0.0,2014,9
New York City,10035,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0.0,2014,9
New York City,10035,Chairs,"Global Leather Task Chair, Black",80.991,1,0.1,2014,9
New York City,10035,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,0.2,2014,9
New York City,10035,Fasteners,Advantus Push Pins,4.36,2,0.0,2014,9
New York City,10035,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,11,0.1,2014,9
New York City,10035,Phones,Apple iPhone 5,1299.66,2,0.0,2014,9
New York City,10035,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41,5,0.1,2014,9
New York City,10035,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,2014,9
New York City,10035,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3,0.0,2014,9
Philadelphia,19143,Tables,Bevis Boat-Shaped Conference Table,314.532,2,0.4,2014,8
Miami,33178,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632,4,0.2,2012,6
Grand Prairie,75051,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,2011,12
Grand Prairie,75051,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,0.2,2011,12
Chicago,60653,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2,0.2,2013,9
Chicago,60653,Binders,Insertable Tab Indexes For Data Binders,1.908,3,0.8,2013,9
Parma,44134,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,7,0.3,2013,11
Parma,44134,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2,0.2,2013,11
Parma,44134,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,0.2,2013,11
Parma,44134,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,9,0.3,2013,11
Parma,44134,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2,0.3,2013,11
Redwood City,94061,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,0.2,2013,3
New York City,10011,Phones,Xiaomi Mi3,2279.96,4,0.0,2013,11
New York City,10011,Labels,Avery 499,14.94,3,0.0,2013,11
Springfield,97477,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,0.2,2014,9
Springfield,97477,Art,Peel-Off China Markers,23.832,3,0.2,2014,9
Springfield,97477,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8,0.2,2014,9
Springfield,97477,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,0.7,2014,9
Chicago,60610,Storage,Advantus Rolling Drawer Organizers,61.568,2,0.2,2014,12
Bedford,76021,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4,0.2,2012,8
Los Angeles,90036,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.0,2014,6
Los Angeles,90036,Paper,Xerox 1947,11.96,2,0.0,2014,6
Los Angeles,90036,Binders,UniKeep View Case Binders,3.912,1,0.2,2014,6
New York City,10009,Chairs,"Global Value Steno Chair, Gray",327.996,6,0.1,2013,4
San Francisco,94109,Binders,GBC VeloBind Cover Sets,49.408,4,0.2,2011,10
Virginia Beach,23464,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,0.0,2014,3
Virginia Beach,23464,Fasteners,Staples,3.76,2,0.0,2014,3
New York City,10011,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,0.1,2011,12
Lebanon,37087,Paper,Xerox 1893,163.96,5,0.2,2014,9
Los Angeles,90045,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2,0.2,2013,8
Chula Vista,91911,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4,0.0,2013,11
Mcallen,78501,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",27.696,3,0.2,2012,10
Mcallen,78501,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,73.164,6,0.8,2012,10
Hollywood,33021,Paper,Xerox 1898,32.064,6,0.2,2013,11
San Francisco,94110,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,2011,3
Santa Maria,93454,Storage,Advantus Rolling Drawer Organizers,115.44,3,0.0,2012,4
Manchester,6040,Paper,Xerox 1914,274.8,5,0.0,2014,7
Manchester,6040,Storage,Tennsco Industrial Shelving,195.64,4,0.0,2014,7
Manchester,6040,Phones,Digium D40 VoIP phone,257.98,2,0.0,2014,7
Manchester,6040,Art,Prismacolor Color Pencil Set,119.04,6,0.0,2014,7
Omaha,68104,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",20.07,3,0.0,2014,6
San Jose,95123,Art,Newell 332,11.76,4,0.0,2011,12
San Francisco,94122,Art,Newell 332,11.76,4,0.0,2014,11
San Francisco,94122,Binders,Canvas Sectional Post Binders,40.736,2,0.2,2014,11
San Francisco,94109,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,2013,6
Long Beach,90805,Chairs,Novimex Turbo Task Chair,340.704,6,0.2,2014,12
Columbus,31907,Bookcases,"Hon Metal Bookcases, Black",354.9,5,0.0,2013,4
San Francisco,94110,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,2011,3
Los Angeles,90004,Storage,Rogers Deluxe File Chest,87.92,4,0.0,2014,7
Philadelphia,19120,Furnishings,"Computer Room Manger, 14""",51.968,2,0.2,2014,4
Philadelphia,19120,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.336,3,0.2,2014,4
Philadelphia,19120,Storage,Deluxe Rollaway Locking File with Drawer,332.704,1,0.2,2014,4
Philadelphia,19120,Furnishings,"Executive Impressions 12"" Wall Clock",42.408,3,0.2,2014,4
Tulsa,74133,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",81.54,3,0.0,2013,8
Tulsa,74133,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,167.28,12,0.0,2013,8
Los Angeles,90049,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0.0,2013,12
Lakeland,33801,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,323.976,3,0.2,2011,3
Lakeland,33801,Labels,Avery 501,11.808,4,0.2,2011,3
Lakeland,33801,Storage,Crate-A-Files,26.16,3,0.2,2011,3
Lakeland,33801,Binders,"Avery Flip-Chart Easel Binder, Black",33.57,5,0.7,2011,3
Lakeland,33801,Furnishings,Eldon Wave Desk Accessories,4.992,3,0.2,2011,3
Lakeland,33801,Furnishings,Document Clip Frames,20.016,3,0.2,2011,3
Lakeland,33801,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",170.24,2,0.2,2011,3
Houston,77036,Paper,Xerox 1916,117.456,3,0.2,2012,4
Los Angeles,90008,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2,0.0,2012,9
Springfield,22153,Paper,Xerox 1898,13.36,2,0.0,2011,8
New York City,10035,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,2013,12
New York City,10035,Art,Newell 326,3.52,2,0.0,2013,12
Springfield,65807,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,26.7,5,0.0,2011,8
Springfield,65807,Accessories,Memorex Micro Travel Drive 4 GB,21.2,2,0.0,2011,8
Springfield,65807,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,838.38,2,0.0,2011,8
Columbia,29203,Chairs,Global Comet Stacking Arm Chair,1690.04,4,0.0,2012,9
Columbia,29203,Storage,Recycled Eldon Regeneration Jumbo File,85.96,7,0.0,2012,9
Columbia,29203,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",121.96,2,0.0,2012,9
Columbia,29203,Paper,Xerox 193,23.92,4,0.0,2012,9
Columbia,29203,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,63.96,2,0.0,2012,9
Columbia,29203,Phones,HTC One Mini,629.95,5,0.0,2012,9
Columbia,29203,Phones,Grandstream GXP1160 VoIP phone,113.73,3,0.0,2012,9
Columbia,29203,Binders,"Angle-D Binders with Locking Rings, Label Holders",14.6,2,0.0,2012,9
Columbia,29203,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,8,0.0,2012,9
Portland,97206,Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5,0.2,2013,12
Philadelphia,19120,Art,Stanley Contemporary Battery Pencil Sharpeners,106.8,10,0.2,2012,8
New York City,10035,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,0.0,2012,11
New York City,10035,Binders,Cardinal Holdit Data Disk Pockets,34.944,6,0.2,2012,11
New York City,10035,Art,Newell 319,119.04,6,0.0,2012,11
Des Plaines,60016,Phones,Cisco SPA 502G IP Phone,383.84,4,0.2,2014,4
New York City,10035,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0.0,2013,12
Seattle,98103,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,2014,12
Houston,77095,Paper,Xerox 1931,25.92,5,0.2,2014,12
Houston,77095,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5,0.8,2014,12
Houston,77095,Paper,Xerox 1887,75.88,5,0.2,2014,12
Philadelphia,19143,Phones,Mitel MiVoice 5330e IP Phone,329.988,2,0.4,2014,10
Philadelphia,19143,Storage,Acco Perma 2700 Stacking Storage Drawers,71.376,3,0.2,2014,10
Columbus,47201,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",63.77,7,0.0,2012,11
Columbus,47201,Phones,Spigen Samsung Galaxy S5 Case Wallet,50.97,3,0.0,2012,11
Columbus,47201,Paper,Xerox 1910,96.08,2,0.0,2012,11
Evanston,60201,Copiers,Canon PC940 Copier,1439.968,4,0.2,2012,4
Evanston,60201,Accessories,Logitech Keyboard K120,43.56,3,0.2,2012,4
Apple Valley,92307,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,0.2,2013,12
Columbus,43229,Phones,Panasonic KX TS208W Corded phone,235.152,8,0.4,2013,10
Marion,43302,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,0.2,2014,12
Houston,77095,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51.016,7,0.2,2013,10
Houston,77095,Fasteners,Staples,25.248,4,0.2,2013,10
Houston,77095,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,1,0.3,2013,10
Marion,43302,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,51.168,2,0.2,2014,9
Seattle,98103,Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.528,9,0.2,2014,8
Seattle,98103,Storage,Letter Size Cart,1000.02,7,0.0,2014,8
Seattle,98103,Furnishings,"Contract Clock, 14"", Brown",65.94,3,0.0,2014,8
Longview,98632,Fasteners,Staples,18.24,3,0.0,2014,11
Longview,98632,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,2014,11
Redondo Beach,90278,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1,0.0,2011,10
New York City,10035,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",68.16,3,0.0,2012,11
New York City,10035,Envelopes,Staples,62.24,8,0.0,2012,11
Louisville,40214,Phones,Mediabridge Sport Armband iPhone 5s,29.97,3,0.0,2012,7
Trenton,48183,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",125.7,6,0.0,2013,10
Trenton,48183,Phones,Pyle PMP37LED,191.98,2,0.0,2013,10
Trenton,48183,Storage,Woodgrain Magazine Files by Perma,20.86,7,0.0,2013,10
Los Angeles,90045,Labels,Avery 48,56.7,9,0.0,2014,9
Hendersonville,37075,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,2014,12
Hendersonville,37075,Art,Pencil and Crayon Sharpener,12.264,7,0.2,2014,12
Hendersonville,37075,Storage,Safco Industrial Wire Shelving System,218.352,3,0.2,2014,12
Portland,97206,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.7,2012,10
Portland,97206,Chairs,Global Highback Leather Tilter in Burgundy,291.168,4,0.2,2012,10
Irving,75061,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,2011,11
Cleveland,44105,Phones,Panasonic Kx-TS550,110.376,4,0.4,2013,1
Cleveland,44105,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",55.176,3,0.2,2013,1
Waterloo,50701,Art,Staples,30.32,4,0.0,2014,7
Seattle,98105,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,2014,9
Seattle,98105,Paper,Xerox 225,19.44,3,0.0,2014,9
Seattle,98105,Paper,Xerox 1894,71.28,11,0.0,2014,9
Seattle,98105,Binders,Ibico Ibimaster 300 Manual Binding System,1471.96,5,0.2,2014,9
Seattle,98105,Phones,iOttie XL Car Mount,79.96,5,0.2,2014,9
Philadelphia,19120,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,2013,2
New York City,10009,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.336,4,0.2,2013,1
San Jose,95123,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.5,3,0.0,2012,12
San Jose,95123,Storage,Standard Rollaway File with Lock,360.38,2,0.0,2012,12
Los Angeles,90008,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.744,1,0.2,2013,10
Concord,3301,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44,8,0.0,2014,5
Columbia,38401,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,0.7,2011,12
Bellevue,98006,Supplies,"Elite 5"" Scissors",25.35,3,0.0,2013,11
Seattle,98105,Art,Newell 334,119.04,6,0.0,2012,11
Seattle,98105,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14,3,0.0,2012,11
Seattle,98105,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,0.0,2012,11
Columbus,47201,Binders,Satellite Sectional Post Binders,43.41,1,0.0,2014,5
Columbus,47201,Furnishings,Eldon Wave Desk Accessories,6.24,3,0.0,2014,5
Columbus,47201,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,465.16,2,0.0,2014,5
Columbus,47201,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",7.98,1,0.0,2014,5
Chicago,60623,Appliances,Staples,2.394,1,0.8,2011,12
Marietta,30062,Paper,Xerox 226,58.32,9,0.0,2011,4
Marietta,30062,Phones,RCA Visys Integrated PBX 8-Line Router,200.97,3,0.0,2011,4
Montgomery,36116,Furnishings,Acrylic Self-Standing Desk Frames,21.36,8,0.0,2012,9
Plano,75023,Labels,Avery 511,9.856,4,0.2,2014,9
Tamarac,33319,Binders,GBC Plasticlear Binding Covers,3.444,1,0.7,2012,9
Columbus,43229,Supplies,Premier Automatic Letter Opener,384.592,2,0.2,2014,11
New York City,10009,Envelopes,Security-Tint Envelopes,22.92,3,0.0,2012,3
Richmond,47374,Binders,Avery Round Ring Poly Binders,11.36,4,0.0,2012,8
Seattle,98115,Binders,Prestige Round Ring Binders,14.592,3,0.2,2012,5
Long Beach,11561,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",41.4,4,0.0,2014,7
Rockford,61107,Binders,GBC ProClick 150 Presentation Binding System,442.372,7,0.8,2013,9
Columbus,31907,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,2014,5
Tulsa,74133,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,0.0,2013,10
Nashville,37211,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2,0.2,2011,11
Nashville,37211,Paper,Xerox 1884,143.856,9,0.2,2011,11
Cambridge,2138,Phones,Cisco SPA301,311.98,2,0.0,2012,10
Cambridge,2138,Binders,Avery Non-Stick Binders,22.45,5,0.0,2012,10
Oakland,94601,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,1,0.2,2014,12
Oakland,94601,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9,0.2,2014,12
Oakland,94601,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,0.0,2014,12
Palatine,60067,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7,0.2,2014,12
Seattle,98105,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0.0,2013,7
Seattle,98105,Accessories,First Data TMFD35 PIN Pad,428.4,3,0.0,2013,7
Seattle,98105,Furnishings,"Eldon 300 Class Desk Accessories, Black",24.75,5,0.0,2013,7
Seattle,98105,Labels,Round Specialty Laser Printer Labels,87.71,7,0.0,2013,7
Seattle,98105,Storage,Home/Office Personal File Carts,69.52,2,0.0,2013,7
Seattle,98105,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,20.784,2,0.2,2013,7
Seattle,98105,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,3,0.2,2013,7
Cincinnati,45231,Labels,Avery 501,5.904,2,0.2,2014,5
Marion,43302,Furnishings,Ultra Commercial Grade Dual Valve Door Closer,63.824,2,0.2,2012,11
Marion,43302,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",141.552,3,0.2,2012,11
Los Angeles,90049,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5,0.0,2013,9
Los Angeles,90049,Chairs,Hon Olson Stacker Stools,563.24,5,0.2,2013,9
Lakewood,44107,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,2013,10
Lebanon,37087,Phones,Apple iPhone 5C,239.976,3,0.2,2013,10
San Francisco,94122,Tables,Hon 2111 Invitation Series Corner Table,502.488,3,0.2,2011,7
San Francisco,94122,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,0.2,2011,7
Chico,95928,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,0.2,2012,3
Chico,95928,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,2012,3
Salem,24153,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,701.96,2,0.0,2014,12
Los Angeles,90008,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,2012,4
Los Angeles,90008,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0.0,2012,4
New York City,10024,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552,1,0.2,2011,9
Beverly,1915,Appliances,Hoover Upright Vacuum With Dirt Cup,1737.18,6,0.0,2011,12
Beverly,1915,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.0,2011,12
Beverly,1915,Paper,Xerox 1906,141.76,4,0.0,2011,12
San Diego,92024,Binders,Plastic Binding Combs,36.36,3,0.2,2011,10
San Francisco,94109,Furnishings,Contemporary Borderless Frame,25.83,3,0.0,2014,12
Chicago,60623,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",24.588,3,0.8,2011,6
Chicago,60623,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",13.984,2,0.2,2011,6
Dallas,75220,Phones,Panasonic KX TS208W Corded phone,195.96,5,0.2,2014,11
Corpus Christi,78415,Paper,Xerox 1925,74.352,3,0.2,2014,6
New York City,10035,Paper,Xerox 1923,6.68,1,0.0,2014,5
Eugene,97405,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.584,7,0.2,2013,11
Eugene,97405,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",104.784,1,0.2,2013,11
Eugene,97405,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,0.2,2013,11
Eugene,97405,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,650.352,3,0.2,2013,11
Eugene,97405,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",629.184,8,0.2,2013,11
Eugene,97405,Paper,Xerox 1887,15.176,1,0.2,2013,11
Oxnard,93030,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,2011,9
Fairfield,6824,Storage,Fellowes Staxonsteel Drawer Files,579.51,3,0.0,2014,2
Fairfield,6824,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",14.99,1,0.0,2014,2
Jackson,49201,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",151.92,4,0.0,2011,11
Jackson,49201,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0.0,2011,11
Jackson,49201,Paper,Xerox 1885,144.12,3,0.0,2011,11
Jackson,49201,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0.0,2011,11
Laguna Niguel,92677,Phones,PayAnywhere Card Reader,39.96,5,0.2,2014,11
Laguna Niguel,92677,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0.0,2014,11
Jacksonville,32216,Paper,Xerox 220,10.368,2,0.2,2014,9
Mount Vernon,10550,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752,3,0.2,2011,10
Midland,48640,Envelopes,Security-Tint Envelopes,15.28,2,0.0,2011,6
Newark,19711,Machines,Texas Instruments TI-34 Scientific Calculator,65.97,3,0.0,2011,6
San Francisco,94109,Paper,Xerox 1898,33.4,5,0.0,2012,10
San Francisco,94109,Envelopes,"Strathmore #10 Envelopes, Ultimate White",210.84,4,0.0,2012,10
Westland,48185,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,2011,1
Westland,48185,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,2011,1
Westland,48185,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,2011,1
Westland,48185,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,0.1,2011,1
Westland,48185,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,2011,1
Westland,48185,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,2011,1
Westland,48185,Furnishings,Ultra Door Push Plate,14.73,3,0.0,2011,1
Westland,48185,Binders,Storex Dura Pro Binders,29.7,5,0.0,2011,1
New York City,10011,Paper,Xerox 1881,49.12,4,0.0,2011,7
New York City,10011,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,2011,7
Los Angeles,90008,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,0.0,2013,8
Los Angeles,90008,Phones,Panasonic KX TS3282W Corded phone,339.96,5,0.2,2013,8
New York City,10035,Phones,Samsung HM1900 Bluetooth Headset,87.8,4,0.0,2014,10
New York City,10035,Chairs,"Global High-Back Leather Tilter, Burgundy",221.382,2,0.1,2014,10
New York City,10035,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,0.0,2014,10
Lancaster,43130,Storage,Tennsco Industrial Shelving,156.512,4,0.2,2014,1
Newark,19711,Accessories,Microsoft Sculpt Comfort Mouse,119.85,3,0.0,2012,3
Newark,19711,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",30.44,2,0.0,2012,3
Newark,19711,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,69.28,2,0.0,2012,3
Newark,19711,Phones,LG G3,587.97,3,0.0,2012,3
New York City,10024,Labels,Avery 478,24.55,5,0.0,2014,10
San Francisco,94109,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,1,0.2,2012,5
San Francisco,94109,Storage,Eldon Simplefile Box Office,37.32,3,0.0,2012,5
San Francisco,94109,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,0.0,2012,5
Dallas,75217,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5,0.6,2014,9
Miami,33178,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,2014,11
Philadelphia,19120,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,1,0.7,2012,9
New York City,10011,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0.0,2012,9
